sample	integrated_mtbc_status	mtbc_support_source	kraken_mtbc_supported	kraken_species	kraken_mtbc_reads	mtbc_percent	tbprofiler_lineage_status	tbprofiler_main_lineage	tbprofiler_sub_lineage	lineage_group	resistance_profile	drug_resistance_detected	resistant_drugs	mean_depth	selected_for_phylogeny	included_in_tree	selection_basis	tbprofiler_status
0010_ERR8774298	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	1555734	99.27	Resolved by TB-Profiler	lineage4	lineage4.6.2.2	L4	No resistance detected by TB-Profiler	NO	None reported	65.54	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage reported	success
0011_ERR970411	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	990690	98.99	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Resistance not determined by TB-Profiler	NO	None reported	62.80	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage not resolved	success
0012_ERR970412	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	538083	88.65	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Resistance not determined by TB-Profiler	NO	None reported	33.22	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage not resolved	success
0013_SRR25473321	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	550512	99.64	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Resistance not determined by TB-Profiler	NO	None reported	53.15	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage not resolved	success
0014_SRR25473322	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	1207441	99.38	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Resistance not determined by TB-Profiler	NO	None reported	112.14	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage not resolved	success
0015_SRR33589037	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	896091	97.64	Resolved by TB-Profiler	M.canetti	M.canetti	M.canetti M.canetti	Resistance not determined by TB-Profiler	NO	None reported	51.49	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage not resolved	success
0018_SRR3500411	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	1032606	90.44	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Resistance not determined by TB-Profiler	NO	None reported	91.32	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage not resolved	success
0019_SRR35607791	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	2362388	99.02	Resolved by TB-Profiler	La2	La2	La2 La2	Resistance not determined by TB-Profiler	NO	None reported	139.13	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage not resolved	success
0020_SRR36978480	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	1112802	99.15	Resolved by TB-Profiler	La1	La1.2.BCG	L1	Hr-TB	YES	isoniazid, pyrazinamide	49.99	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage reported	success
0021_SRR38137702	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	685618	99.55	Resolved by TB-Profiler	La3	La3	La3 La3	Resistance not determined by TB-Profiler	NO	None reported	43.99	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage not resolved	success
0022_SRR38137799	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	1049878	99.57	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Not resolved by TB-Profiler	Resistance not determined by TB-Profiler	NO	None reported	66.33	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage not resolved	success
0023_SRR38143336	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	766230	99.58	Resolved by TB-Profiler	La1	La1.8.1	L1	Monoresistance	YES	pyrazinamide	49.88	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage reported	success
0024_SRR38143613	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	1092228	99.17	Resolved by TB-Profiler	lineage9	lineage9	L9	No resistance detected by TB-Profiler	NO	None reported	68.93	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage reported	success
0025_SRR38143619	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	786083	99.59	Resolved by TB-Profiler	La1	La1.2	L1	Monoresistance	YES	pyrazinamide	50.97	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage reported	success
0026_SRR38143823	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	980862	99.53	Resolved by TB-Profiler	La3	La3	La3 La3	Resistance not determined by TB-Profiler	NO	None reported	62.75	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage not resolved	success
0027_SRR38143903	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	672530	99.62	Resolved by TB-Profiler	La1	La1.2.BCG	L1	Hr-TB	YES	isoniazid, pyrazinamide	42.90	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage reported	success
0028_SRR38405739	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	1011604	98.83	Resolved by TB-Profiler	La1	La1.8.1	L1	Monoresistance	YES	pyrazinamide	59.84	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage reported	success
0029_SRR38438549	MTBC supported	Kraken2/Bracken	YES	Mycobacterium tuberculosis	1421978	99.29	Resolved by TB-Profiler	lineage4	lineage4.1.1.1	L4	No resistance detected by TB-Profiler	NO	None reported	83.11	YES	YES	Selected for phylogeny because Kraken2/Bracken species typing supports MTBC; TB-Profiler lineage reported	success
